File,METEOR,ROUGE-1,ROUGE-2,ROUGE-L
1040-merged.txt,0.20474550325296598,0.2608695652173913,0.026420079260237785,0.10276679841897232
1004-merged.txt,0.22852463735733955,0.327372764786795,0.0496551724137931,0.15130674002751032
1018-merged.txt,0.2158192428497986,0.3140495867768595,0.040236686390532544,0.17001180637544275
1027-merged.txt,0.21171489061397322,0.28874172185430463,0.0398406374501992,0.09801324503311258
1028-merged.txt,0.17364341085271318,0.2103049421661409,0.012644889357218126,0.09884332281808621
1047-merged.txt,0.20124297129328203,0.23069590085795993,0.02674307545367717,0.10104861773117255
1044-merged.txt,0.1979742173112339,0.26343519494204426,0.050686378035902854,0.13487881981032668
1008-merged.txt,0.1928147659854977,0.20368574199806014,0.05442176870748299,0.11251212415130941
1023-merged.txt,0.18361194847903536,0.19009584664536738,0.035199999999999995,0.07987220447284346
1032-merged.txt,0.14569000404694457,0.18282548476454294,0.013888888888888888,0.1080332409972299
1013-merged.txt,0.17771084337349402,0.20404040404040402,0.0060728744939271264,0.07676767676767678
1024-merged.txt,0.17301541145681887,0.19839142091152814,0.03939122649955237,0.09830205540661303
1046-merged.txt,0.20935960591133004,0.28088701161562835,0.06137566137566137,0.1224920802534319
1043-merged.txt,0.1993201483312732,0.24850894632206758,0.05378486055776892,0.1272365805168986
1030-merged.txt,0.20384008416622829,0.28286852589641437,0.03792415169660678,0.11952191235059761
